Abstract This work involved the design of a new series of triarylaminehelicenes (TAH) with significant hole transport capacity and enhanced nonlinear optical response. The geometries, electronic properties and nonlinear response of TAH derivatives were studied using density functional theory at the B3PW91/6-311  G (2d, 2p) level. Charge transfer and nonlinear optical response were analyzed and correlated with modifications in geometry and energy levels. Calculations indicated that trivial changes in the torsional angle occur in TAH derivatives with electron-donating substituents as compared to those with electron-withdrawing substituents, resulting in lower reorganization energies for TAH derivatives 2–6. TAH derivatives with an –N(CH3)2 group have the greatest highest occupied molecular orbital (HOMO) level, and thus the least ionization potential, indicating significant hole transfer efficiency as compared to unsubstituted TAH. A decrease in the HOMO–LUMO gap occurs upon substitution with electron-releasing groups, whereas there is an increase in the case of –NO2, –COOH, and –CN TAH derivatives. Topological analysis of the HOMOs of the neutral molecules revealed that these orbitals are concentrated mainly in the helicene backbone, with an important contribution from fused phenyl rings, nitrogen atoms and carbonyl groups. However, the lowest unoccupied molecular orbitals (LUMO) are invariably constituted by fused phenyl rings without any contribution from the central nitrogen atom. Studying the effect of substitution on the nonlinear optical response of TAH derivatives, the calculated polarizability and hyperpolarizability at B3PW91/6-311  G (2d,2p) level of theory exhibited a prominent improvement as compared to unsubstituted TAH. Both electron-donating groups and electron-withdrawing groups result in a red shift in the electronic absorption bands of the substitution derivatives, in particular those with –N(CH3)2 and –NH2 groups. Graphical abstractSchematic representation of an Organic Light Emitting Device (OLED) having TAH as hole transport layer
nonlinear optical             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Nonlinear_optics      

molecules                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Molecule              

derivatives                   0.7637064875596383^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative_(chemistry)

nonlinear optical             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Nonlinear_optics      

helicene                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Helicene              

derivatives                   0.7637064875596383^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative_(chemistry)

hyperpolarizability           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Hyperpolarizability   

derivatives                   0.7637064875596383^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative_(chemistry)

COOH                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Carboxylic_acid       

rings                         0.9998869741871829^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Ring_(mathematics)    

nonlinear optical             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Nonlinear_optics      

LUMO                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/HOMO/LUMO             

derivatives                   0.7637064875596383^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative_(chemistry)

NH2                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Amine                 

electronic                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Electron              

density functional theory     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Density_functional_theory

2 group                       0.9999999948290679^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/No._2_Group_RAF       

phenyl                        0.9999989059114415^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Phenyl_group          

CH3                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Methyl_group          

atom                          0.9992733428996992^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Atom                  

molecular orbitals            1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Molecular_orbital     

nonlinear                     0.8008827901557006^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Nonlinear_optics      

ionization potential          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Ionization_energy     

derivatives                   0.7637064875596383^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Derivative_(chemistry)

phenyl                        0.9999989059114415^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Phenyl_group          

