Abstract BackgroundLichen planus (LP) is a chronic mucocutaneous inflammatory disease. Evaluating the balance between regulatory T cells and effector T cells could be useful for monitoring the proinflammatory profile of LP. Therefore, this study aimed to assess populations of dendritic cells (DCs) and regulatory and effector T cells in peripheral blood samples collected from patients with LP to evaluate the polyfunctionality of T cells upon toll-like receptor (TLR) activation. MethodsPeripheral blood mononuclear cells collected from 18 patients with LP and 22 healthy control subjects were stimulated with agonists of TLR4, TLR7, TLR7/TLR8 or TLR9. Frequencies of circulating IFN-α  plasmacytoid DCs (pDCs); TNF-α  myeloid DCs (mDCs); regulatory T cells (Tregs); and IL-17-, IL-10-, IL-22-, TNF-, and IFN-γ-secreting T cells were assessed via flow cytometry. ResultsThe frequencies of regulatory CD4  and CD8 CD25 Foxp3 CD127low/− T cells and TNF-α  mDCs were induced following activation with TLR4, TLR7 and TLR8 agonists in the LP group. Moreover, increased baseline frequencies of CD4 IL-10  T cells and CD8 IL-22  or IFN-γ T cells were found. In the LP group, TLR4 activation induced an increased frequency of CD4 IFN-γ  T cells, while TLR7/8 and staphylococcal enterotoxin B (SEB) activation induced an increased frequency of CD8  IL-22  T cells. An increased frequency of polyfunctional CD4  T cells that simultaneously secreted 3 of the evaluated cytokines (not including IL-10) was verified upon TLR7/8/9 activation, while polyfunctional CD8  T cells were already detectable at baseline. ConclusionsTLR-mediated activation of the innate immune response induced the production of proinflammatory mDCs, Tregs and polyfunctional T cells in patients with LP. Therefore, TLR activation has an adjuvant role in inducing both innate and adaptive immune responses.
mucocutaneous       0.999999999960437^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Mucocutaneous_zone    
T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

LP                            0.9999999755307275^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lumbar_puncture       

TLR4                          0.992961544259174^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/TLR_4                 

mononuclear cells             1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lymphocyte            

CD8                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD8                   

peripheral blood              1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Venous_blood          

TLR8                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/TLR8                  

CD4                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD4                   

TLR7                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/TLR_7                 

CD8                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD8                   

CD8                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD8                   

T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

IFN-γ                         0.9525497515126484^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Interferon-gamma      

TNF-α                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Tumor_necrosis_factor-alpha

T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

TLR                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Toll-like_receptor    

cytokines                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Cytokine              

CD25                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD25                  

CD4                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD4                   

T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

agonists                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Agonist               

-10                           0.9999996614099591^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/ICD-10                

inflammatory                  0.9696840123477244^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Inflammation          

-10                           0.9999996614099591^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/ICD-10                

LP                            0.9999999755307275^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lumbar_puncture       

pDCs                          0.996182070277247^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Sammarinese_Christian_Democratic_Party

agonists                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Agonist               

frequencies                   0.9997884460470535^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

LP                            0.9999999755307275^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lumbar_puncture       

IL-22                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Interleukin_22        

TLR7                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/TLR_7                 

blood                         0.9980970132807653^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Blood                 

TLR4                          0.992961544259174^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/TLR_4                 

dendritic cells               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Dendritic_cell        

chronic                       0.9984060073521582^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Chronic_(medicine)    

T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

TLR                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Toll-like_receptor    

adjuvant                      1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Adjuvant              

frequency                     0.9999651002284417^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

Foxp3                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/FOXP3                 

plasmacytoid                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Dendritic_cell        

regulatory T cells            1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Regulatory_T_cell     

frequency                     0.9999651002284417^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

CD4                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/CD4                   

LP                            0.9999999755307275^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lumbar_puncture       

flow cytometry                1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Flow_cytometry        

T cells                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/T_cell                

TLR8                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/TLR8                  

LP                            0.9999999755307275^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lumbar_puncture       

frequencies                   0.9997884460470535^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

TLR7                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/TLR_7                 

SEB                           0.9962092290722415^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Skandinaviska_Enskilda_Banken

frequency                     0.9999651002284417^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

