Abstract BackgroundVolume resuscitation with hydroxyethyl starch (HES) is controversially discussed and we recently showed that HES perfusion impairs endothelial and epithelial intestinal barrier integrity. Here we investigated whether Albumin containing HES solutions are superior to HES alone in maintaining intestinal barrier function. MethodsAn isolated perfused model of the mouse small intestine was used to investigate the effects of: (i) 3 �lbumin (Alb), (ii) 3 �ES or (iii) 1.5 �ES/1.5 �lbumin (HES/Alb). Intestinal morphology, cell damage, metabolic functions, fluid shifts and endothelial/epithelial barrier permeability were evaluated. Potentially involved signaling mechanisms (Erk1/2, Akt and Stat5 phosphorylation) were screened. ResultsHES induced histomorphological damage (p < 0.01 vs. Alb), by trend elevated the amount of luminal intestinal fatty acid binding protein and reduced galactose uptake (p < 0.001 vs. Alb). Luminal and lymphatic flow rates were increased (p < 0.001 vs. Alb), while vascular flow was decreased (p < 0.001 vs. Alb) during HES perfusion. HES also increased the vascular to luminal FITC-dextran transfer (p < 0.001 vs. Alb), pointing towards a fluid shift from the vascular to the luminal and lymphatic compartments during HES perfusion. Addition of Alb (HES/Alb) reversed all adverse effects of HES (p < 0.05 vs. HES), restored barrier integrity (p < 0.05 vs. HES) and improved metabolic function of the intestine (p < 0.001 vs. HES; p < 0.05 vs. Alb). Mechanistically, HES/Alb perfusion resulted in an increased phosphorylation of Erk1/2 and Akt kinases (p < 0.001 vs. HES), while Stat5 remained unchanged. ConclusionsAlbumin supplementation abrogates the adverse effects of HES in the intestine and underlying mechanism may function via phosphorylation of Erk1/2 and Akt. Albumin containing HES solutions are superior to HES alone and may improve the suitability of HES in the clinic.
mouse               0.9999999976041636^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Mouse                 
HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

cell                          0.9999989547216962^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cell_(biology)        

endothelial                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Endothelium           

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

adverse effects               0.8324675131298916^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Adverse_effect        

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

phosphorylation               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Phosphorylation       

Stat5                         1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/STAT5                 

Albumin                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Albumin               

metabolic functions           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Metabolism            

fluid                         0.9999196010047046^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Viscosity             

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

luminal                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lumen_(anatomy)       

kinases                       0.999958895052625^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Kinase                

vascular                      0.9999183933831546^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Blood_vessel          

Erk1/2                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Extracellular_signal-regulated_kinases

endothelial                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Endothelium           

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

lymphatic                     0.9987666595148754^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lymphatic_system      

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

perfusion                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Perfusion             

Erk1/2                        1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Extracellular_signal-regulated_kinases

barrier function              1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Barrier_function      

resuscitation                 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Cardiopulmonary_resuscitation

permeability                  0.9999999999329248^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Cell_membrane         

hydroxyethyl starch           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Hydroxyethyl_starch   

luminal                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lumen_(anatomy)       

Akt                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/AKT                   

fatty acid binding protein    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fatty_acid-binding_protein

perfusion                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Perfusion             

intestine                     0.9931278125188712^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Intestine             

vascular                      0.9999183933831546^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Blood_vessel          

epithelial                    1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Epithelium            

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

HES                           0.9999999999806732^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Hydroxyethyl_starch   

fluid shifts                  1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Fluid_compartments    

intestine                     0.9931278125188712^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Intestine             

perfusion                     1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Perfusion             

phosphorylation               1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Phosphorylation       

Akt                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/AKT                   

intestinal                    0.9784474244054465^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Intestine             

luminal                       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Lumen_(anatomy)       

