Abstract PurposeThe objectives of the study were (1) to quantify the long-term effects of nitrogen-phosphorus fertilizer (NP) and a combination of nitrogen-phosphorus with organic manure (NPM) on total soil organic carbon (SOC) and total soil inorganic carbon (SIC), (2) to identify the changes of SOC and SIC in soil particle-size fractions, and (3) to investigate the relationship between SOC and SIC. Materials and methodsTwo long-term field experiments (sites A and B) were performed in 1984 (site A) and 1979 (site B) in the North China Plain. The soil samples were collected in 2006 and separated for clay, silt and sand size particle fractions and then determined for SOC and SIC. Results and discussionThe long-term fertilization significantly increased SOC in 0–20 cm soil layer by 9–68% but significantly decreased or had no effect on SIC. In total, soil carbon storage was little affected by NP, but significantly increased by NPM application (p < 0.05). Fertilization affected both SOC and SIC in sand- and silt-sized particles but not in clay-size fraction. Both NP and NPM increased SOC in sand- and silt-sized particles by 8.7–123.9% in the 0–20 cm layer but decreased SIC up to 80.4% in the 40–60 cm layer. The SOC concentration in the particle-size fractions was negatively correlated with SIC concentration, which may imply an antagonistic interaction between organic and inorganic carbon levels. ConclusionsThese results illustrate the importance of soil inorganic carbon pool in evaluating soil total carbon pool in semi-arid farmlands. Previous assessments of the effects of fertilizers on the soil carbon pool, using only SOC determinations, require re-evaluation with the inclusion of SIC determinations.
North China Plain   0.9999999776911184^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/North_China_Plain     
NPM                           0.9999769564247375^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Npm_(software)        

soil                          0.9999999990646984^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

concentration                 0.9999999879726148^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Concentration         

SIC                           0.9994006762500708^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sociedade_Independente_de_Comunicação

silt                          0.9796921404891062^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Silt                  

NP                            0.990444910562989^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Noun_phrase           

inorganic                     0.9999807107657741^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Inorganic_compound    

fractions                     0.998383045032805^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Fractionation         

soil                          0.9999999990646984^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

particle-size                 0.9999574080187155^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Particle_size_(grain_size)

SOC                           0.9926245958912691^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/System_on_a_chip      

sand-                         0.9999999996708766^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sand                  

fertilizer                    0.9999999996946372^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Fertilizer            

fractions                     0.998383045032805^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Fractionation         

fertilization                 0.9999882793790877^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Fertilizer            

soil samples                  0.9984607714869751^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil_test             

NPM                           0.9999769564247375^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Npm_(software)        

SIC                           0.9994006762500708^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sociedade_Independente_de_Comunicação

SIC                           0.9994006762500708^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sociedade_Independente_de_Comunicação

NP                            0.990444910562989^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Noun_phrase           

field experiments             0.9999999706419662^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Field_experiment      

soil                          0.9999999990646984^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

carbon                        0.9918178836435186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Carbon                

fractions                     0.998383045032805^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Fractionation         

particle                      0.6054069284442152^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Particle              

concentration                 0.9999999879726148^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Concentration         

inorganic                     0.9999807107657741^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Inorganic_compound    

SOC                           0.9926245958912691^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/System_on_a_chip      

SIC                           0.9994006762500708^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sociedade_Independente_de_Comunicação

SIC                           0.9994006762500708^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sociedade_Independente_de_Comunicação

organic                       0.9999991287321949^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Organic_matter        

carbon                        0.9918178836435186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Carbon                

soil                          0.9999999990646984^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Soil                  

SOC                           0.9926245958912691^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/System_on_a_chip      

SOC                           0.9926245958912691^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/System_on_a_chip      

clay                          0.9999993207950444^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Clay                  

carbon                        0.9918178836435186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Carbon                

sand-                         0.9999999996708766^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Sand                  

carbon                        0.9918178836435186^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Carbon                

SOC                           0.9926245958912691^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/System_on_a_chip      

