Abstract PurposeAttention-deficit/hyperactivity disorder (ADHD), conduct disorder (CD), and oppositional defiant disorder (ODD) are common externalizing disorders of childhood. The common effects of these disorders on substance abuse need further investigation. The current study investigated the joint clusters of childhood/adolescence ADHD, CD, and ODD, and their influence on substance abuse/dependence in a population-based sample of adults. MethodsThe data were drawn from the PsyCoLaus study (n = 3,720) conducted in Lausanne, Switzerland. The population-based sample included 238 subjects meeting criteria for ADHD/ODD/CD diagnoses before the age of 15. Latent class analyses (LCA) were performed to derive comorbidity subtypes, which were subsequently characterized with respect to psychosocial correlates and substance use. ResultsThe best fit in LCAs was achieved with three latent classes: an ADHD subtype (35.7 � an externalizing multimorbid subtype (33.6 �involving ODD, ADHD, and CD; and a third subtype with CD (30.7 � The CD subtype showed the highest association with substance use. Apart from this, the externalizing multimorbid subtype was also significantly linked to substance use. The ADHD subtype had only elevated frequencies for alcohol dependence in comparison with subjects that had no history of ADHD, ODD, and CD during childhood or adolescence. Finally, important interactions between subtypes and sex were observed with regard to substance use. ConclusionsThis study provides evidence showing that subtyping the externalizing disorders, ADHD, ODD and CD, along their comorbidity patterns leads to important differences regarding substance use. This could have implications for the etiology, prevention, and treatment of substance use disorders.
etiology            0.9999999999987494^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Etiology              
CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

conduct disorder              1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Conduct_disorder      

adolescence                   0.9996552152157154^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Adolescence           

adolescence                   0.9996552152157154^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Adolescence           

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

comorbidity                   1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Comorbidity           

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

oppositional defiant disorder 1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Oppositional_defiant_disorder

externalizing                 0.7947856614035145^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Externalization       

ODD                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Oppositional_defiant_disorder

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

externalizing                 0.7947856614035145^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Externalization       

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

ODD                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Oppositional_defiant_disorder

frequencies                   0.9979167587408044^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Frequency             

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

LCA                           0.9999999753557635^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Life-cycle_assessment 

ODD                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Oppositional_defiant_disorder

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

LCAs                          0.9999999389272053^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Landing_Craft_Assault 

externalizing disorders       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Emotional_and_behavioral_disorders

ODD                           1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Oppositional_defiant_disorder

substance abuse               0.999999997884629^^http://www.w3.org/2001/XMLSchema#double            http://dbpedia.org/resource/Substance_abuse       

Lausanne                      0.9998785799710813^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Lausanne              

CD                            0.7814245339008402^^http://www.w3.org/2001/XMLSchema#double           http://dbpedia.org/resource/Compact_disc          

externalizing disorders       1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Emotional_and_behavioral_disorders

ADHD                          1.0^^http://www.w3.org/2001/XMLSchema#double                          http://dbpedia.org/resource/Attention_deficit_hyperactivity_disorder

